"","POLY_ID","MEDHVAL","PCTBACHMOR","MEDHHINC","PCTVACANT","PCTSINGLES","cluster"
"519",519,37400,5.6489,23289,3.4759,13.6364,1
"520",520,44400,3.6765,23289,18.0282,0,1
"521",521,39300,11.5385,35972,14.9398,7.2289,1
"522",522,18900,9.9526,33750,14.7887,0,1
"523",523,31600,11.5987,24875,25.1799,2.8777,1
"524",524,45800,8.4046,29960,11.5139,0,1
"525",525,65900,13.1043,37768,4.6748,6.7073,1
"526",526,48300,17.4468,39583,0,0,1
"527",527,61000,10.9827,26406,9.4771,13.7255,1
"528",528,45600,6.8106,21607,9.3506,5.7143,1
"529",529,50800,5.2536,26875,6.1662,0,1
"530",530,56400,15.6627,16985,10.0515,1.933,1
"531",531,82200,31.9444,34779,7.8261,8.1159,1
"532",532,79200,25.7108,35637,18.5075,3.1343,1
"533",533,69500,21.1039,59583,5.6657,1.4164,1
"534",534,72400,20.4167,38125,8.4746,3.9548,1
"535",535,61800,26.7281,33661,8.6331,10.4317,1
"536",536,57900,9.3812,34583,11.5578,4.2714,1
"537",537,59000,16.3934,40486,9,6.6,1
"538",538,146600,62.5984,16745,6.846,6.7237,2
"539",539,160300,61.0932,105512,0,43.0894,2
"540",540,88900,33.7335,41490,4.4444,21.0101,2
"541",541,106300,28.5926,53073,4.1551,4.1551,2
"542",542,169600,60.9091,52969,0,49.2308,2
"543",543,83200,26.9863,55564,3.8217,2.5478,2
"544",544,67500,14.952,45909,3.9352,3.9352,1
"545",545,57700,12.1554,28770,9.1111,1.3333,1
"546",546,53400,14.878,39688,5.4167,0,1
"547",547,70400,19.8511,53750,8.5202,8.5202,1
"548",548,59500,11.6242,33357,4.5576,1.8767,1
"549",549,74700,19.084,43177,8.2192,3.4247,1
"550",550,118800,32.1888,27340,10.4478,12.6866,1
"551",551,66200,24.4856,44444,4.8507,3.3582,1
"552",552,61300,30.9038,41125,7.6531,0,1
"553",553,54500,7.7821,38043,8.5443,0,1
"554",554,62700,7.7447,26843,8.5568,1.0217,1
"555",555,23400,5.0975,17330,16.7702,5.176,1
"556",556,155800,37.9004,48333,0,31.2668,2
"557",557,185000,82.2485,92341,9.2784,74.2268,2
"558",558,155200,54.7222,33750,6.1224,29.932,2
"559",559,73200,37.1245,32976,6.2229,0.7236,1
"560",560,97400,34.2138,32656,3.8158,8.2895,1
"561",561,65000,36.1914,12043,6.7871,0,1
"562",562,92900,40.0761,49188,4.3643,0,2
"563",563,77500,30.9673,36917,15.1629,2.005,1
"564",564,112500,72.1698,29740,25.8083,0,2
"565",565,85000,48.1481,16667,0,0,1
"566",566,77400,44.296,26915,23.0483,0,1
"567",567,126000,67.1454,37833,6.4246,1.1173,2
"568",568,75600,41.7219,34500,42.7586,28.2759,1
"569",569,94700,61.7729,35795,8.8889,2.6667,2
"570",570,45000,0,23269,59.0909,0,1
"571",571,81500,27.4074,15870,0,0,1
"572",572,112500,69.8276,50536,0,0,2
"573",573,75000,65.5556,36932,0,29.7872,2
"574",574,88900,30.9091,60417,8.1081,18.9189,2
"575",575,625000,62.1359,32031,0,0,2
"576",576,89300,48.0702,39500,16.2264,0,1
"577",577,90300,37.1041,24792,0,9.7902,1
"578",578,75000,59.1133,45625,26.087,3.4783,2
"579",579,75600,12.7907,24821,2.2599,8.4746,1
"580",580,68000,15.4822,31920,10.3704,2.5926,1
"581",581,112500,1.4184,11875,2.9178,0,1
"582",582,18800,3.4068,14250,61.0942,0,1
"583",583,29700,12.3529,23534,40.2235,0,1
"584",584,137500,0,7321,8.1218,0,1
"585",585,55800,0,27250,0,20.6897,1
"586",586,74300,9.6154,41250,0,0,1
"587",587,65000,22.5352,19167,25.4237,0,1
"588",588,80000,51.2821,28214,22.381,0,1
"589",589,63800,59.0604,40776,2.5974,0,2
"590",590,88100,30,26250,15.2941,0,1
"591",591,40900,0,29875,12.766,1.5957,1
"592",592,75000,26.9542,31250,11.6848,0,1
"593",593,300000,54.5259,45524,8.399,0,2
"594",594,188900,56.4202,49438,5.1813,0,2
"595",595,200900,61.8012,37656,10.5058,0,2
"596",596,160500,57.7243,47466,8.024,1.0778,2
"597",597,217700,78.7194,55536,5.6872,2.3697,2
"598",598,217800,57.6271,37708,10.9531,3.4139,2
"599",599,56100,11.3514,21000,14.1509,15.0943,1
"600",600,27500,4.8458,12440,13.1387,22.6277,1
"601",601,46900,24.0909,29167,18.4397,5.6738,1
"602",602,45700,14.0969,37375,18.6207,15.1724,1
"603",603,83600,32.0707,28750,5.1903,0,1
"604",604,102300,19.5767,31875,4.5455,8.1818,1
"605",605,111300,61.8644,42083,6.0185,0,2
"606",606,102000,34.0996,37188,6.0519,0,1
"607",607,87000,51.3619,40380,4.4321,0,2
"608",608,130800,35.9517,46023,5.7613,4.1152,2
"609",609,128100,64.476,63438,0,2.5281,2
"610",610,132500,75.2137,47461,22.3085,0.9989,2
"611",611,97200,62.0879,65125,0,0,2
"612",612,89800,46.6447,52045,6.2409,5.5152,2
"613",613,83800,33.2263,36176,9.7804,2.7944,1
"614",614,93300,51.3812,41691,0,0,2
"615",615,31100,0,16016,9.0909,11.6162,1
"616",616,23800,0,16989,25.3275,0,1
"617",617,18800,4.1667,53274,20.7143,12.8571,1
"618",618,60600,25.0633,40278,19.6517,0,1
"619",619,55000,20.1729,29176,34.5609,3.6827,1
"620",620,27100,5.5777,34500,7.6923,16.6667,1
"621",621,27500,5.9107,18125,21.8284,5.0373,1
"622",622,26200,10,20000,32.7273,5.2273,1
"623",623,19600,3.5461,8500,38.1818,23.6364,1
"624",624,25400,8.0214,23906,32.2404,4.918,1
"625",625,17200,6.4935,15208,28.6408,19.4175,1
"626",626,14100,12.8049,17457,36.0902,8.2707,1
"627",627,19500,4.5455,11534,17.4863,9.2896,1
"628",628,29500,0,20938,43.8095,19.5238,1
"629",629,30500,2.9316,27350,21.5859,8.8106,1
"630",630,33300,0,14286,35.1955,19.5531,1
"631",631,27500,5.4348,8750,0,12.6582,1
"632",632,46500,10.0407,35208,14.8472,4.3668,1
"633",633,17900,0,9896,20.5645,7.2581,1
"634",634,10900,0,20921,44.1558,9.0909,1
"635",635,17500,2.7451,11696,51.5738,3.3898,1
"636",636,13600,7.7778,8036,44.7368,21.0526,1
"637",637,12500,16,11574,21.0526,3.5088,1
"638",638,17500,12.5874,15313,20,1.1765,1
"639",639,14800,0,11250,35.5072,4.3478,1
"640",640,52900,11.1111,18438,19.1083,0,1
"641",641,35400,0,29306,30.3922,0,1
"642",642,21300,6.8702,14408,56.9444,20.8333,1
"643",643,21200,6.6852,8981,49.3421,12.7193,1
"644",644,44800,1.992,14345,4.717,0,1
"645",645,55000,13.5802,11023,27.7778,10.1852,1
"646",646,54400,7.4468,23438,51.3725,0,1
"647",647,78500,18.3223,21750,0,2.5362,1
"648",648,45000,2.349,13000,2.6549,0,1
"649",649,42500,20.5128,11172,12.2807,35.0877,1
"650",650,57500,5.3097,28929,36.3636,0,1
"651",651,70500,43.6261,32083,8.9744,5.1282,1
"652",652,78600,31.1526,32292,19.17,3.1621,1
"653",653,82000,31.6602,31538,22.5641,0,1
"654",654,76700,19.0476,17083,24.359,26.9231,1
"655",655,32500,0,41111,3.2258,0,1
"656",656,49000,14.0187,30255,15,5.7143,1
"657",657,47200,6.3091,49306,21.5686,6.2745,1
"658",658,61900,21.9955,41379,2.2305,4.0892,1
"659",659,29000,13.7566,9458,21.3235,0,1
"660",660,41300,19.898,27250,21.1921,4.6358,1
"661",661,29200,17.7852,23173,16.3636,9.5455,1
"662",662,44000,8.5586,16406,8.9231,2.7692,1
"663",663,58900,15.2866,41563,24.5033,0,1
"664",664,30500,9.5745,21563,14.5,9.5,1
"665",665,38600,20.0514,32784,17.0103,22.1649,1
"666",666,62500,4.8507,16667,47.5806,10.0806,1
"667",667,43300,0,12188,7.9365,9.5238,1
"668",668,95000,11.9205,8667,16.2304,3.6649,1
"669",669,74300,3.268,50714,0,0,1
"670",670,61100,18.1818,37500,1.0204,2.381,1
"671",671,61600,9.292,10694,5.9211,2.3026,1
"672",672,63900,23.7805,27946,0,5.8824,1
"673",673,63800,20.8904,29181,12.9213,11.7978,1
"674",674,32500,11.236,11726,59.6154,39.1026,1
"675",675,38700,4.7863,16858,32.549,10.1961,1
"676",676,39400,0,15592,31.8182,7.438,1
"677",677,11900,6.383,9097,13.0178,1.1834,1
"678",678,13600,0,19600,37.1287,16.3366,1
"679",679,12300,2.1687,13158,20.5714,6.5714,1
"680",680,16900,5.168,22700,22.2222,14.7222,1
"681",681,20600,0,29184,19.2214,8.2725,1
"682",682,39000,2.2444,21071,12.3288,0,1
"683",683,27500,0,20550,5.5556,0,1
"684",684,71900,0,33750,29.4872,0,1
"685",685,35600,13.8298,61429,18.4615,0,1
"686",686,125800,16.4557,9643,0,11.1111,1
"687",687,22200,2.1941,10062,11.6116,17.1171,1
"688",688,24900,2.3419,12731,19.3591,13.7517,1
"689",689,11400,1.6282,17404,31.677,6.8323,1
"690",690,12900,1.2277,11371,20.7681,8.9616,1
"691",691,21900,2.2267,19102,28.4802,7.4074,1
"692",692,32500,4.1284,16172,34.7291,3.9409,1
"693",693,22700,3.3175,22708,27.23,6.1033,1
"694",694,12300,0,9375,18.1347,3.1088,1
"695",695,16200,1.8519,21250,7.9787,10.6383,1
"696",696,20200,3.8,21591,12.069,7.2414,1
"697",697,24500,3.9627,11974,7.0552,3.0675,1
"698",698,17500,0,9760,77.1107,0,1
"699",699,31400,5.4839,32550,24,4.4444,1
"700",700,24300,28.7037,8438,24.4755,0,1
"701",701,13800,3.3898,17313,42.8571,2.381,1
"702",702,16900,5.3279,9653,19.4872,3.5897,1
"703",703,10000,6.1303,10750,35.1852,12.037,1
"704",704,33500,0,13490,27.2085,9.5406,1
"705",705,20900,14.7059,51125,39.8876,4.4944,1
"706",706,42500,8.1232,16827,31.9527,5.3254,1
"707",707,46500,8.1169,35568,24.2915,8.0972,1
"708",708,40300,0,13807,34.8101,11.3924,1
"709",709,30700,0,15833,22.8261,6.5217,1
"710",710,22500,0,14135,0,0,1
"711",711,33400,0,14821,0,8.7912,1
"712",712,32100,21.7391,14917,0,0,1
"713",713,32200,0,32609,36.5385,8.6538,1
"714",714,23800,5.6769,15938,16.5644,30.6748,1
"715",715,23000,2.6403,6907,23.6111,17.1296,1
"716",716,32100,0,17813,23.8532,6.422,1
"717",717,22700,6.1453,38000,3.3058,26.4463,1
"718",718,45000,4.5455,40000,0,0,1
"719",719,24600,3.8388,26154,19.0625,9.6875,1
"720",720,25300,10.6115,22305,17.849,16.2471,1
"721",721,59300,20.8914,33854,14.4737,8.3333,1
"722",722,47900,15.5216,21029,17.3913,16.087,1
"723",723,59200,8.5492,25714,11.9863,0,1
"724",724,52700,4.0491,36591,13.4216,0,1
"725",725,59100,30.6189,50329,0,20,2
"726",726,54500,15.4705,38958,13.4571,4.1763,1
"727",727,49000,5.6872,34464,8.2789,4.1394,1
"728",728,38800,32.2289,26528,15.8371,4.5249,1
"729",729,49600,6.5385,41759,8.2278,12.9747,1
"730",730,50900,0,21394,20.1613,2.8226,1
"731",731,32500,0,24438,27.3632,1.99,1
"732",732,36900,9.5506,29125,16.5493,2.8169,1
"733",733,39600,0,15679,9.6154,0,1
"734",734,42800,8.1031,31917,11.8483,8.0569,1
"735",735,50400,2.8486,33750,13,2.25,1
"736",736,49100,4.8589,29375,18.5714,1.9048,1
"737",737,42600,8.5014,35294,9.4218,3.6403,1
"738",738,48800,9.2857,35898,10.7143,2.8195,1
"739",739,27600,9.5652,26375,13.2075,5.0314,1
"740",740,19700,2.3041,20625,11.4,13.8,1
"741",741,32500,0,29000,7.9812,4.2254,1
"742",742,29600,6.0773,28875,32.8467,0,1
"743",743,24800,0,18750,29.1667,16.0714,1
"744",744,18400,2.1645,17422,24.5125,18.9415,1
"745",745,25200,4.0201,9476,27.1186,8.8983,1
"746",746,26000,3.2641,18036,12.2727,7.2727,1
"747",747,19200,0,18542,13.7741,12.3967,1
"748",748,63000,2.6846,13239,16.5899,5.0691,1
"749",749,21600,0,15313,5.7143,0,1
"750",750,24800,3.3816,14250,17.8439,10.0372,1
"751",751,23100,0,12125,21.2121,22.2222,1
"752",752,14200,0,8466,23.7705,0,1
"753",753,12900,0,19500,28.2609,0,1
"754",754,17400,11.6972,15139,9.1667,0,1
"755",755,30300,20.7317,15625,36.3636,29.5455,1
"756",756,40900,0,14830,26.7544,25,1
"757",757,17500,0,16250,0,0,1
"758",758,32500,13.8122,48350,26.8817,0,1
"759",759,13900,0,10125,23.8095,23.1293,1
"760",760,19700,3.9326,17448,10,15,1
"761",761,24300,0,10242,14.5098,3.9216,1
"762",762,28500,0,23438,10.6481,3.2407,1
"763",763,19900,3.012,16172,24.6479,7.7465,1
"764",764,30500,4.2667,9228,11.7409,6.4777,1
"765",765,16300,12.6712,7330,13.7441,15.6398,1
"766",766,27700,4.8469,14844,20.1493,3.7313,1
"767",767,24100,3.3628,11250,9.4395,6.7847,1
"768",768,14800,1.6997,9688,2.381,5.7143,1
"769",769,27500,0,8333,77.1186,3.1073,1
"770",770,14100,0,19167,18.75,0,1
"771",771,11800,11.8343,18750,13,0,1
"772",772,28100,0,8274,12.6214,8.7379,1
"773",773,11500,2.8871,22143,16.3142,4.8338,1
"774",774,13400,0,23162,29.653,7.2555,1
"775",775,21500,4.7059,8125,21.8107,0,1
"776",776,28800,0,14615,15.625,0,1
"777",777,47700,0,32188,10,0,1
"778",778,13800,2.7397,22212,29.1391,0,1
"779",779,13500,0,19792,2.7211,0,1
"780",780,20600,5.2885,16167,32.4,5.2,1
"781",781,28700,6.2893,12400,36.9928,11.6945,1
"782",782,17000,5.5449,19787,14.6707,8.3832,1
"783",783,19200,1.4113,11250,27.088,3.386,1
"784",784,20900,4.1825,16490,16.934,6.4171,1
"785",785,18900,6.2574,15703,14.1631,4.2918,1
"786",786,18500,1.2216,17917,27.1949,7.0664,1
"787",787,17500,0,13958,8.8235,0,1
"788",788,23100,0,16071,25.2717,0,1
"789",789,10800,2.2876,16500,24.4648,5.5046,1
"790",790,20200,3.1022,20893,17.9837,11.7166,1
"791",791,11900,0,9167,27.1845,0,1
"792",792,30300,6.4516,22885,9.5238,10,1
"793",793,36900,14.1732,28207,8.7591,2.1898,1
"794",794,33800,7.6531,19783,11.4187,6.5744,1
"795",795,28900,5.1546,14080,21.8589,12.9088,1
"796",796,36600,4.2553,16850,14.751,6.3218,1
"797",797,18100,3.8724,12260,15.7224,20.1133,1
"798",798,15200,5.7377,13864,21.3192,6.9494,1
"799",799,27200,4.1118,13306,19.0377,2.9289,1
"800",800,14900,4.8632,17396,27.6894,4.3031,1
"801",801,27800,6.8548,21914,11.1756,7.9826,1
"802",802,36700,5.059,37955,1.9293,0,1
"803",803,34300,8.885,41563,14.3731,3.6697,1
"804",804,22500,0,18750,10.4167,60.4167,1
"805",805,31300,12.5926,35000,1.4493,7.2464,1
"806",806,32300,6.7114,22431,8.7404,2.8278,1
"807",807,30900,7.2289,34000,5.3571,0,1
"808",808,33000,4.9735,25208,5.4409,3.94,1
"809",809,37300,4.386,9833,14.0625,7.0313,1
"810",810,24400,5.8704,18750,14.0777,5.3398,1
"811",811,27700,0,17375,15.0685,11.4155,1
"812",812,31800,0,18947,9.0323,0,1
"813",813,27900,3.5222,21172,10.0671,7.3826,1
"814",814,21000,1.8008,26813,12.522,2.8219,1
"815",815,19100,1.3793,21106,16.609,8.9965,1
"816",816,24400,2.3379,20652,9.7391,10.9565,1
"817",817,21500,0.8811,18712,17.0686,13.3581,1
"818",818,15400,1.3559,18713,16.3855,5.5422,1
"819",819,20400,9.4463,30208,12.5714,5.1429,1
"820",820,24700,10.5072,14400,16.2562,2.4631,1
"821",821,23800,4.271,24191,15.5797,4.529,1
"822",822,32500,0,12150,24.0816,2.0408,1
"823",823,16600,6.4057,32679,2.2222,3.8889,1
"824",824,16000,0,22813,22.5225,9.4595,1
"825",825,21200,6.0274,19856,25.0965,7.3359,1
"826",826,14800,0,10417,33.0233,2.7907,1
"827",827,18100,0,14145,29.5,11,1
"828",828,22500,0,10486,18.4783,5.9783,1
"829",829,20900,1.7241,21950,16.0819,20.1754,1
"830",830,21000,4.0886,16173,16.7147,14.121,1
"831",831,15800,4.25,25101,22.5904,2.7108,1
"832",832,16500,0,14643,11.9122,16.6144,1
"833",833,20900,2.2936,12953,19.0244,13.0081,1
"834",834,14500,0,9787,16.5842,16.3366,1
"835",835,18300,3.9648,17566,10.274,7.5342,1
"836",836,17500,3.8576,11250,19.0114,19.7719,1
"837",837,16000,6.2038,12353,22.0085,1.4957,1
"838",838,16800,1.8703,11944,13.0045,12.855,1
"839",839,12800,0,19145,29.1022,28.7926,1
"840",840,16900,0,12375,20.7547,10.8491,1
"841",841,17200,3.9526,11625,28.9116,18.3673,1
"842",842,27400,4.1943,11466,18.0147,2.9412,1
"843",843,32800,1.8382,12438,10.7843,3.9216,1
"844",844,29200,2.6357,18802,20,7.1845,1
"845",845,27000,5.295,15192,16.9014,8.8531,1
"846",846,18100,2.2184,11855,25.6959,8.137,1
"847",847,18800,0,14205,19.9377,4.0498,1
"848",848,20500,2.0121,9464,19.0045,7.0136,1
"849",849,24500,0,18370,20.9581,15.8683,1
"850",850,32700,2.521,20208,17.3077,15.7051,1
"851",851,31200,2.4436,16893,21.1991,7.4946,1
"852",852,31700,7.7869,8939,16.4975,12.1827,1
"853",853,28900,1.3035,10662,21.0643,6.4302,1
"854",854,31000,0,19861,23.7569,6.0773,1
"855",855,31100,8.094,13056,16.8459,21.5054,1
"856",856,17200,0,14375,17.7143,21.7143,1
"857",857,20600,5.814,16944,0,32.6087,1
"858",858,19900,1.0274,16636,26.3858,6.2084,1
"859",859,23900,3.2468,15893,20.4545,16.3223,1
"860",860,27400,1.3825,23750,23.6842,30,1
"861",861,43400,6.0074,38191,9.3939,3.7879,1
"862",862,40100,6.4444,23558,8.7879,6.0606,1
"863",863,33600,0,8438,12.8205,0,1
"864",864,17000,6.5327,21964,0,7.3333,1
"865",865,27700,2.8391,18565,32.5,7.1875,1
"866",866,34900,2.8796,14970,18.1435,4.2194,1
"867",867,36400,4.8052,28750,18.9591,5.7621,1
"868",868,49000,7.4074,31167,10.7759,0,1
"869",869,50100,6.1358,28182,11.5073,3.8898,1
"870",870,48200,8.4291,29474,8.8942,8.8942,1
"871",871,49000,2.3599,31250,13.5659,13.1783,1
"872",872,85000,26.2712,31754,2.6316,0,1
"873",873,49400,10.6825,24514,12.4153,3.8375,1
"874",874,42900,11.2211,25944,0,8.1744,1
"875",875,46100,9.2437,34605,7.9545,0.9091,1
"876",876,60600,9.3333,18571,14.0351,6.1404,1
"877",877,28100,0,26331,5.848,19.2982,1
"878",878,50500,0,30481,0,0,1
"879",879,57900,4.1304,25761,8.9347,7.5601,1
"880",880,65000,11.3208,34000,3.5573,2.3715,1
"881",881,56600,3.9409,26467,5.4299,0,1
"882",882,57500,5.3738,38125,7.3359,6.1776,1
"883",883,62600,13.2565,41250,3.4483,8.7533,1
"884",884,54300,3.7383,31063,5.1546,13.9175,1
"885",885,56800,7.2981,34700,8.2251,12.1212,1
"886",886,55300,8.0103,31875,6.4,14.4,1
"887",887,32500,0,41875,0,37.931,1
"888",888,63400,1.9444,25000,0,3.719,1
"889",889,60800,0,26429,4.3478,5.5901,1
"890",890,52300,4.6125,30875,11.8785,7.1823,1
"891",891,39500,9.8865,22206,10.4859,10.9974,1
"892",892,50400,3.386,20000,0,5.8608,1
"893",893,51500,2.8871,36111,1.8987,4.2194,1
"894",894,52800,3.6117,36932,2.9963,9.7378,1
"895",895,43500,0,23333,6.9767,30.814,1
"896",896,49800,9.1052,35500,13.7203,10.2902,1
"897",897,35100,6.1135,24531,21.0526,7.2368,1
"898",898,37700,7.511,21979,11.8896,2.1231,1
"899",899,35000,10,24375,23.1738,2.0151,1
"900",900,39400,3.537,22031,5.4645,7.1038,1
"901",901,35500,0,14224,17.6796,6.0773,1
"902",902,36100,1.2165,21375,13.3136,5.9172,1
"903",903,33600,3.6957,22188,20.8054,7.047,1
"904",904,34000,2.2727,21328,4.7934,2.1488,1
"905",905,36300,7.7176,26591,18.0365,8.6758,1
"906",906,41700,7.0755,27656,13.7255,14.3791,1
"907",907,35300,5.7692,23452,15.625,5.8036,1
"908",908,54100,3.6066,26750,0,8.2873,1
"909",909,45700,3.6842,33929,5.1587,3.1746,1
"910",910,43300,1.8072,23409,16.0563,10.7042,1
"911",911,46600,22,30125,0,0,1
"912",912,36300,4.5,30357,26.4317,0,1
"913",913,43700,3.6384,25903,5.5755,3.5971,1
"914",914,48700,2.3622,19667,5.5944,3.4965,1
"915",915,51400,5.8383,25083,5.0971,6.3107,1
"916",916,51900,4.142,37083,2.6316,3.5088,1
"917",917,51800,9.9541,35417,3.2037,2.0595,1
"918",918,47200,5.6763,30625,11.8644,6.2712,1
"919",919,44800,1.3289,31625,5.2023,21.3873,1
"920",920,47800,3.079,32961,9.7561,3.6585,1
"921",921,48600,2.7088,25735,7.6364,0,1
"922",922,57200,9.707,40625,4.2945,0,1
"923",923,55700,6.4833,24358,1.1628,4.6512,1
"924",924,33400,5.7377,17260,12.3153,7.8818,1
"925",925,31500,1.2559,17115,13.2558,2.7907,1
"926",926,35000,4.5089,17457,7.6142,0,1
"927",927,27500,2.1077,29107,26.3158,0,1
"928",928,28600,3.7736,12083,26.9663,14.0449,1
"929",929,28500,6.2762,20605,19.4215,23.5537,1
"930",930,24200,1.6427,20275,23.7864,7.767,1
"931",931,38200,0,24091,11.7764,9.3812,1
"932",932,30900,0,26563,13.2075,0,1
"933",933,43800,8.6957,13929,10.5263,10.5263,1
"934",934,30700,2.1609,15750,18.3486,7.3394,1
"935",935,32000,0.8102,22629,15.2709,15.1067,1
"936",936,25000,1.0753,13832,19.6078,11.0517,1
"937",937,31300,2.509,16000,4.2155,5.1522,1
"938",938,22500,4.3243,14643,10.7345,11.8644,1
"939",939,19200,0,11923,14.6953,5.7348,1
"940",940,19700,2.3333,13854,20.0704,7.7465,1
"941",941,18600,7.2961,8929,2.9197,13.1387,1
"942",942,29700,2.2272,15385,0,11.0687,1
"943",943,33300,0,15179,11.2319,12.6812,1
"944",944,29400,2.5974,17250,14.7059,8.0214,1
"945",945,46900,0,9688,0,13.9241,1
"946",946,27900,1.0753,14962,0,0,1
"947",947,30000,3.3654,29007,9.8361,11.7486,1
"948",948,30200,1.004,10329,14.5553,8.3558,1
"949",949,31400,2.8807,23750,16.3755,6.5502,1
"950",950,33600,12.1951,24000,5.8651,8.2111,1
"951",951,30500,0,24643,14.8248,1.8868,1
"952",952,32700,4.8991,16726,14.8,7.6,1
"953",953,21600,0,12500,9.4017,20.5128,1
"954",954,21500,0,10556,6.8085,11.4894,1
"955",955,27600,7.0053,27417,15.625,6.8182,1
"956",956,27600,5.3517,21429,10.2902,3.4301,1
"957",957,35300,2.6596,21250,16.2162,0,1
"958",958,20500,0,20000,10.5413,1.7094,1
"959",959,25700,1.7341,30272,14.4404,9.7473,1
"960",960,24200,7.0539,10795,10.0649,9.4156,1
"961",961,14000,5.9524,10000,8.5714,10.7143,1
"962",962,12500,0,2499,28.125,34.375,1
"963",963,35600,5.5118,13229,19.2308,0,1
"964",964,19500,2.5316,16607,12.7451,23.0392,1
"965",965,20000,3.8136,20069,22.6891,4.2017,1
"966",966,22500,4.698,20885,17.3913,22.8261,1
"967",967,29200,4.7619,17045,9.5745,6.383,1
"968",968,32400,9.8315,23482,20.595,7.3227,1
"969",969,43100,1.8789,19773,15.6522,0,1
"970",970,42700,20.8215,40625,11.1345,5.6723,1
"971",971,36900,12.5532,29792,23.8806,11.4428,1
"972",972,22000,4.1502,18472,25.1412,0,1
"973",973,19200,0,24010,23.6181,19.0955,1
"974",974,25600,7.6316,23417,29.9252,6.7332,1
"975",975,21600,8.4025,17292,13.8889,1.2077,1
"976",976,28800,6.2914,11789,16.3265,7.619,1
"977",977,43700,5.1969,22563,18.5268,4.0179,1
"978",978,36500,6.7024,26838,12.1739,3.913,1
"979",979,35000,6.6414,25833,11.4198,2.7778,1
"980",980,33000,11.7647,22500,15.016,4.1534,1
"981",981,21700,3.5971,18750,26.5403,4.7393,1
"982",982,23700,2.7027,28125,21.875,3.5156,1
"983",983,36200,8.2583,13388,8.5714,6.4286,1
"984",984,26700,2.027,20417,18.2482,2.6764,1
"985",985,31600,7.3314,13594,20,9.434,1
"986",986,33200,13.985,24779,25.5034,7.6063,1
"987",987,31800,7.7844,31833,29.7521,1.6529,1
"988",988,28200,0,19444,18.4211,17.1053,1
"989",989,26800,2.5225,23125,31.2139,2.8902,1
"990",990,17900,0,14750,39.5973,0,1
"991",991,33800,2.9963,11797,22.4852,11.8343,1
"992",992,33600,1.9737,22222,0,18.5185,1
"993",993,25800,4.9505,35461,13.1579,0,1
"994",994,30600,0,27969,25,8.8542,1
"995",995,30700,5.1756,29551,15.4242,7.455,1
"996",996,21300,6.2016,31806,14.6067,3.9326,1
"997",997,24100,7.2351,30417,17.7019,7.4534,1
"998",998,33500,2.7223,23711,15.4306,5.3828,1
"999",999,30700,8.6712,12780,10.5655,0.5952,1
"1000",1000,37100,0,12788,18.1818,0,1
"1001",1001,209200,66.5217,18984,5.2567,11.3692,2
"1002",1002,187200,71.5827,105320,0,57.2414,2
"1003",1003,132400,59.587,82152,1.5464,36.5979,2
"1004",1004,76100,44.4785,48654,3.2099,4.4444,2
"1005",1005,73200,43.5055,39450,7.839,4.661,2
"1006",1006,65900,52.5727,45714,10.6918,0,2
"1007",1007,77200,38.4615,41042,13.0435,5.153,1
"1008",1008,57300,27.2059,32750,41.3793,0,1
"1009",1009,68100,30.7692,40379,4.5918,7.6531,1
"1010",1010,66900,63.5317,44067,4.1798,6.4669,2
"1011",1011,77600,24.3295,49868,6.0606,4.7138,1
"1012",1012,87900,41.6031,55104,1.7595,2.0528,2
"1013",1013,94600,38.0723,35350,3.5144,0.639,1
"1014",1014,67800,44.1964,38315,6.1538,6.7692,2
"1015",1015,64100,22.0472,42500,11.236,8.9888,1
"1016",1016,73500,20.3947,35250,0,0,1
"1017",1017,81800,15.5738,49091,0,10.4265,1
"1018",1018,78600,15.7289,43056,4.6358,3.532,1
"1019",1019,77700,21.1111,31510,8.0524,8.2397,1
"1020",1020,81100,28.6885,36316,4.5139,6.25,1
"1021",1021,112500,49.5327,70833,0,0,2
"1022",1022,69800,45.2174,43375,20,0,1
"1023",1023,77000,41.9183,43056,0,13.4831,2
"1024",1024,87300,32.8424,40781,4.1096,15.7534,2
"1025",1025,95000,55.7823,56500,2.8409,32.3864,2
"1026",1026,86700,33.6047,42372,7.1192,6.457,1
"1027",1027,83600,27.7238,32386,5,7.8788,1
"1028",1028,87700,20.9929,42286,2.8509,4.1667,1
"1029",1029,73200,18.2377,36793,0,8.4615,1
"1030",1030,81100,23.9845,39792,7.6056,11.2676,1
"1031",1031,84500,27.7433,46367,9.7143,4,1
"1032",1032,84100,20.7317,42500,3.5831,20.5212,1
"1033",1033,76900,20.2487,35200,4.1056,4.3988,1
"1034",1034,77100,26.7045,39417,9.3079,5.4893,1
"1035",1035,74200,20.4878,34583,8.5106,14.2857,1
"1036",1036,80900,21.1055,59250,9.589,17.8082,2
"1037",1037,73600,77.907,51779,4.4444,0,2
"1038",1038,74700,36.5971,44881,5.9642,6.9583,2
"1039",1039,76300,22.049,29219,7.5908,1.9802,1
"1040",1040,81700,21.7973,48182,9.1988,11.276,1
"1041",1041,79400,30.625,42500,3.4965,12.9371,2
"1042",1042,79300,28.1804,51932,9.9526,1.4218,1
"1043",1043,73000,46.371,47639,12,6.8571,2
"1044",1044,87400,31.0284,40598,5.2219,14.0992,2
"1045",1045,101900,40.4167,33523,4.7285,14.1856,2
"1046",1046,128200,23.4609,64297,3.5714,51.3736,2
